track_id,frame,center_x,center_y
58,2029,67,351
62,2029,325,310
63,2029,442,298
65,2029,78,441
52,2030,388,175
53,2030,526,301
58,2030,67,352
62,2030,325,310
63,2030,442,298
65,2030,78,441
52,2031,392,169
53,2031,526,301
58,2031,67,352
62,2031,324,311
63,2031,443,298
65,2031,78,441
52,2032,395,164
53,2032,525,301
58,2032,68,353
62,2032,324,311
63,2032,443,298
65,2032,78,441
52,2033,399,158
53,2033,525,301
58,2033,68,353
62,2033,324,312
63,2033,442,298
65,2033,78,441
52,2034,403,153
53,2034,525,301
58,2034,68,353
62,2034,324,312
63,2034,441,299
65,2034,78,441
52,2035,406,147
53,2035,525,301
62,2035,324,313
63,2035,441,298
65,2035,78,441
52,2036,410,142
53,2036,525,300
62,2036,323,313
63,2036,440,298
65,2036,78,441
52,2037,414,136
53,2037,525,300
62,2037,323,314
63,2037,440,297
65,2037,78,441
52,2038,418,131
53,2038,525,300
63,2038,440,297
65,2038,78,441
52,2039,421,125
53,2039,525,300
63,2039,440,297
65,2039,78,441
52,2040,424,120
53,2040,525,300
63,2040,437,298
65,2040,78,440
52,2041,428,115
53,2041,524,299
63,2041,434,298
65,2041,78,440
52,2042,432,109
53,2042,524,299
63,2042,434,296
65,2042,78,440
63,2043,434,296
65,2043,78,440
63,2044,434,296
65,2044,78,440
63,2045,435,297
65,2045,78,440
63,2046,435,299
65,2046,78,440
63,2047,431,299
65,2047,78,440
63,2048,429,298
65,2048,78,440
63,2049,427,300
65,2049,78,440
63,2050,427,300
65,2050,78,440
63,2051,427,301
65,2051,78,439
63,2052,426,303
65,2052,78,439
63,2053,425,303
65,2053,78,439
63,2054,426,305
63,2055,427,306
63,2056,428,307
63,2057,430,311
63,2058,432,313
63,2059,432,314
63,2060,432,316
63,2061,434,317
63,2062,434,318
63,2063,435,318
63,2064,436,320
63,2065,437,321
63,2066,439,323
63,2067,439,324
63,2068,440,324
63,2069,441,325
63,2070,442,325
63,2071,442,324
63,2072,441,324
63,2073,440,323
63,2074,439,322
63,2075,439,322
63,2076,439,321
63,2077,439,321
63,2078,438,320
63,2079,439,320
63,2080,439,319
63,2081,440,315
63,2082,440,314
63,2083,440,311
63,2084,441,311
63,2085,442,310
63,2086,443,309
63,2087,444,309
63,2088,446,309
63,2089,447,309
63,2090,453,309
63,2091,454,309
63,2092,454,309
63,2093,454,309
63,2094,456,309
63,2095,458,308
63,2096,457,307
63,2097,455,305
63,2098,448,304
63,2099,446,303
63,2100,450,300
63,2101,448,298
63,2102,447,297
63,2103,443,294
63,2104,453,291
63,2105,437,286
63,2106,424,282
63,2107,412,278
63,2108,407,277
63,2109,402,275
63,2110,395,270
63,2111,349,265
63,2112,331,262
63,2113,322,259
63,2114,313,256
63,2115,304,254
63,2116,295,251
63,2117,286,248
63,2118,277,246
63,2119,268,243
63,2120,259,240
63,2121,250,238
63,2122,241,235
63,2123,232,233
63,2124,223,230
63,2125,214,227
63,2126,205,225
63,2127,196,222
63,2128,187,219
63,2129,178,216
63,2130,169,214
63,2131,160,211
63,2132,151,208
63,2133,142,206
63,2134,132,203
63,2135,124,200
63,2136,115,198
63,2137,106,195
63,2138,96,192
63,2139,87,189
63,2140,78,187
63,2141,69,184
63,2142,61,181
66,2153,303,241
66,2154,299,240
66,2155,305,244
66,2156,307,246
66,2157,303,247
66,2158,302,247
66,2159,301,247
66,2160,298,250
66,2161,300,254
66,2162,301,256
66,2163,294,259
66,2164,293,261
66,2165,289,264
66,2166,287,264
66,2167,287,264
66,2168,287,264
66,2169,287,266
66,2170,287,270
66,2171,317,276
66,2172,329,278
66,2173,296,278
66,2174,283,278
66,2175,286,281
66,2176,287,282
66,2177,284,282
66,2178,282,281
66,2179,279,281
66,2180,278,281
66,2181,277,281
66,2182,277,281
66,2183,281,281
66,2184,283,281
66,2185,285,282
66,2186,286,282
66,2187,289,286
66,2188,290,287
66,2189,286,285
66,2190,284,284
66,2191,285,283
66,2192,293,286
66,2193,296,287
66,2194,289,285
66,2195,288,287
66,2196,284,290
66,2197,283,290
66,2198,285,289
66,2199,286,289
66,2200,290,290
66,2201,285,289
66,2202,298,290
66,2203,303,290
66,2204,302,289
66,2205,301,289
66,2206,302,289
66,2207,306,290
66,2208,308,291
66,2209,294,290
69,2209,57,440
66,2210,289,290
69,2210,57,440
66,2211,288,290
69,2211,57,440
66,2212,286,293
69,2212,57,440
66,2213,285,294
69,2213,57,440
66,2214,292,292
69,2214,57,440
66,2215,289,293
69,2215,57,440
66,2216,287,290
69,2216,57,440
66,2217,286,289
69,2217,57,440
66,2218,291,291
69,2218,57,440
66,2219,293,292
69,2219,56,440
66,2220,287,293
69,2220,56,440
66,2221,285,293
69,2221,56,440
66,2222,285,293
69,2222,56,440
66,2223,286,293
69,2223,57,439
66,2224,286,293
69,2224,57,440
66,2225,286,294
69,2225,57,440
66,2226,294,294
69,2226,57,439
66,2227,297,294
69,2227,57,439
66,2228,289,292
69,2228,57,439
66,2229,287,292
69,2229,57,439
66,2230,287,292
69,2230,58,439
66,2231,287,291
69,2231,58,439
66,2232,296,291
69,2232,58,439
66,2233,300,291
69,2233,58,439
66,2234,291,292
69,2234,57,439
66,2235,288,291
69,2235,57,439
66,2236,294,294
69,2236,57,439
66,2237,296,295
69,2237,57,439
66,2238,295,294
69,2238,57,439
66,2239,294,293
69,2239,57,439
66,2240,289,293
69,2240,57,439
66,2241,286,293
69,2241,57,439
66,2242,288,293
69,2242,57,439
66,2243,284,291
69,2243,57,440
66,2244,286,291
69,2244,58,439
66,2245,287,291
69,2245,58,440
66,2246,288,292
69,2246,58,440
66,2247,279,291
69,2247,57,440
66,2248,277,291
69,2248,57,440
66,2249,279,292
69,2249,57,440
66,2250,285,292
69,2250,57,440
66,2251,287,292
69,2251,57,440
66,2252,279,293
69,2252,57,440
66,2253,279,293
69,2253,57,440
66,2254,279,293
69,2254,57,440
66,2255,282,289
69,2255,58,440
66,2256,283,288
69,2256,58,440
66,2257,281,283
69,2257,58,440
66,2258,277,283
69,2258,58,440
66,2259,276,283
69,2259,58,440
66,2260,277,282
69,2260,58,440
66,2261,277,282
69,2261,58,440
66,2262,283,281
69,2262,58,440
66,2263,292,279
69,2263,58,440
66,2264,295,279
69,2264,58,441
66,2265,284,279
69,2265,58,441
66,2266,288,279
69,2266,58,441
66,2267,290,280
69,2267,58,441
66,2268,290,280
69,2268,57,441
66,2269,284,282
69,2269,54,440
66,2270,282,283
69,2270,53,440
66,2271,281,284
69,2271,53,440
66,2272,281,285
69,2272,53,439
66,2273,280,286
69,2273,52,439
66,2274,280,286
69,2274,52,439
66,2275,279,288
69,2275,52,439
66,2276,279,288
69,2276,52,439
66,2277,276,289
69,2277,52,439
66,2278,275,289
69,2278,51,439
66,2279,278,290
69,2279,52,440
66,2280,287,292
69,2280,52,440
66,2281,283,293
69,2281,52,440
66,2282,282,293
69,2282,53,440
66,2283,285,294
69,2283,53,441
66,2284,287,295
69,2284,52,441
66,2285,282,296
69,2285,52,441
66,2286,288,297
69,2286,52,441
66,2287,279,298
69,2287,51,440
66,2288,275,298
69,2288,50,440
66,2289,271,298
69,2289,50,440
66,2290,269,298
69,2290,50,440
66,2291,280,299
69,2291,45,440
66,2292,284,299
69,2292,44,440
66,2293,278,299
69,2293,43,441
66,2294,276,299
69,2294,44,440
66,2295,272,299
69,2295,43,440
66,2296,271,299
69,2296,42,441
66,2297,267,299
69,2297,42,441
66,2298,266,299
69,2298,41,441
66,2299,265,299
69,2299,40,441
66,2300,271,298
69,2300,40,441
66,2301,278,298
69,2301,39,441
66,2302,281,298
69,2302,39,441
66,2303,283,297
69,2303,38,441
66,2304,277,296
69,2304,37,441
66,2305,274,296
69,2305,37,441
66,2306,273,295
69,2306,36,441
66,2307,272,295
69,2307,35,441
66,2308,274,294
69,2308,35,441
66,2309,278,293
69,2309,34,441
66,2310,280,292
69,2310,33,441
66,2311,279,290
69,2311,33,441
66,2312,278,289
69,2312,32,441
66,2313,279,287
69,2313,32,441
66,2314,279,286
69,2314,31,441
66,2315,279,286
69,2315,30,441
66,2316,279,285
69,2316,30,441
66,2317,279,284
69,2317,29,441
66,2318,279,283
69,2318,29,441
66,2319,279,283
69,2319,28,441
66,2320,280,282
69,2320,27,441
66,2321,280,281
69,2321,27,441
66,2322,280,280
69,2322,26,441
66,2323,280,279
69,2323,26,441
66,2324,280,279
69,2324,25,441
66,2325,280,278
66,2326,280,277
66,2327,281,276
66,2328,281,276
66,2329,281,275
66,2330,281,274
66,2331,281,273
66,2332,281,272
66,2333,282,272
66,2334,282,271
66,2335,282,270
66,2336,282,269
66,2337,283,269
66,2338,283,268
66,2339,283,267
66,2340,283,266
66,2341,283,266
66,2342,283,265
66,2343,284,264
72,2351,248,288
72,2352,268,283
72,2353,275,281
72,2354,287,280
72,2355,294,282
72,2356,288,283
72,2357,286,284
73,2357,40,440
72,2358,283,285
73,2358,42,441
72,2359,281,286
73,2359,42,441
72,2360,293,287
73,2360,46,440
72,2361,299,289
73,2361,49,441
72,2362,302,289
73,2362,49,441
72,2363,302,292
73,2363,50,440
72,2364,291,293
73,2364,51,440
72,2365,286,294
73,2365,52,440
72,2366,294,295
73,2366,51,440
72,2367,297,296
73,2367,51,440
72,2368,297,296
73,2368,52,440
72,2369,282,298
73,2369,52,440
72,2370,276,299
73,2370,52,440
72,2371,275,299
73,2371,52,440
72,2372,275,299
73,2372,53,439
72,2373,284,299
73,2373,51,440
72,2374,288,299
73,2374,52,440
72,2375,290,299
73,2375,52,440
72,2376,295,298
73,2376,52,440
72,2377,292,297
73,2377,53,440
72,2378,291,297
73,2378,53,440
72,2379,294,297
73,2379,52,440
72,2380,277,297
73,2380,53,440
72,2381,271,297
73,2381,53,440
72,2382,270,297
73,2382,52,440
72,2383,281,297
73,2383,52,440
72,2384,285,297
73,2384,52,440
72,2385,288,296
73,2385,52,440
72,2386,288,294
73,2386,52,440
72,2387,289,294
73,2387,52,440
72,2388,282,294
73,2388,52,440
72,2389,290,292
73,2389,52,440
72,2390,292,290
73,2390,52,440
72,2391,293,289
73,2391,53,440
72,2392,288,288
73,2392,53,440
72,2393,283,287
73,2393,53,439
72,2394,281,287
73,2394,53,440
72,2395,281,288
73,2395,52,440
72,2396,280,288
73,2396,52,440
72,2397,280,288
73,2397,52,440
72,2398,277,288
73,2398,52,440
72,2399,278,290
73,2399,52,440
72,2400,277,291
73,2400,52,441
72,2401,274,291
73,2401,52,441
72,2402,273,292
73,2402,52,440
72,2403,272,292
73,2403,52,440
72,2404,272,294
73,2404,53,440
72,2405,267,295
73,2405,53,440
72,2406,268,294
73,2406,53,440
72,2407,269,296
73,2407,53,440
72,2408,269,297
73,2408,53,440
72,2409,275,298
73,2409,53,440
72,2410,278,300
73,2410,53,440
72,2411,281,302
73,2411,53,440
72,2412,267,304
73,2412,53,440
72,2413,272,304
73,2413,53,440
72,2414,274,303
73,2414,53,440
72,2415,274,304
73,2415,53,441
72,2416,264,304
73,2416,53,441
72,2417,260,305
73,2417,53,441
72,2418,267,305
73,2418,53,441
72,2419,268,305
73,2419,53,441
72,2420,266,305
73,2420,53,441
72,2421,266,306
73,2421,53,441
72,2422,266,306
73,2422,53,441
72,2423,265,306
73,2423,53,441
72,2424,264,306
73,2424,53,441
72,2425,263,307
73,2425,53,441
72,2426,263,307
72,2427,264,307
72,2428,264,307
72,2429,270,308
72,2430,272,308
72,2431,271,309
72,2432,266,310
72,2433,264,310
72,2434,269,310
72,2435,270,309
72,2436,268,308
72,2437,263,308
72,2438,263,307
72,2439,263,307
72,2440,264,307
72,2441,261,307
72,2442,256,306
72,2443,259,306
72,2444,260,306
72,2445,261,307
72,2446,261,307
72,2447,263,307
72,2448,263,307
72,2449,265,307
72,2450,268,307
72,2451,267,308
72,2452,267,309
72,2453,266,309
72,2454,266,309
72,2455,271,308
72,2456,275,309
72,2457,274,309
72,2458,274,308
72,2459,273,309
72,2460,273,309
72,2461,265,310
72,2462,270,309
72,2463,272,309
72,2464,264,309
72,2465,260,311
72,2466,272,311
72,2467,275,311
72,2468,270,311
72,2469,275,311
72,2470,277,311
72,2471,277,311
72,2472,263,311
72,2473,267,312
72,2474,263,312
72,2475,262,312
72,2476,264,312
72,2477,265,312
72,2478,265,312
72,2479,266,312
72,2480,265,312
72,2481,265,313
72,2482,264,312
72,2483,268,312
72,2484,266,312
72,2485,266,312
72,2486,274,312
72,2487,269,312
72,2488,267,312
72,2489,269,312
72,2490,270,312
72,2491,270,312
72,2492,269,311
72,2493,272,311
72,2494,271,311
72,2495,264,312
72,2496,268,312
72,2497,270,312
72,2498,266,311
72,2499,263,311
72,2500,262,311
72,2501,268,312
72,2502,271,313
72,2503,272,313
72,2504,268,312
72,2505,268,312
72,2506,268,313
72,2507,267,313
72,2508,268,313
72,2509,269,313
72,2510,268,314
72,2511,268,314
72,2512,269,314
72,2513,268,313
72,2514,268,313
72,2515,268,313
72,2516,265,313
72,2517,270,313
72,2518,271,313
72,2519,271,313
72,2520,271,312
72,2521,271,312
72,2522,268,312
72,2523,269,312
72,2524,269,312
72,2525,265,311
72,2526,268,311
72,2527,268,310
72,2528,267,310
72,2529,266,310
72,2530,268,310
72,2531,264,309
72,2532,266,309
72,2533,267,309
72,2534,268,309
72,2535,266,309
72,2536,266,309
72,2537,267,309
72,2538,267,309
72,2539,269,309
72,2540,267,309
72,2541,267,309
72,2542,263,310
72,2543,266,309
72,2544,263,309
72,2545,261,309
72,2546,264,310
72,2547,264,310
72,2548,267,310
72,2549,265,310
72,2550,265,310
72,2551,265,310
72,2552,264,310
72,2553,265,310
72,2554,265,310
72,2555,264,310
72,2556,264,310
72,2557,263,311
72,2558,266,311
72,2559,264,311
72,2560,263,311
72,2561,259,311
72,2562,259,311
72,2563,261,311
72,2564,262,312
72,2565,262,312
72,2566,262,312
1,1,292,304
1,-1,55,440
2,1,286,302
2,-1,55,440
3,1,303,302
3,-1,55,440
4,1,300,302
4,-1,55,440
5,1,298,303
5,-1,56,440
6,1,297,302
6,-1,56,440
7,1,297,302
7,-1,56,440
8,1,291,302
8,-1,56,440
9,1,295,302
9,-1,55,440
10,1,292,303
10,-1,56,440
11,1,289,303
11,-1,55,440
12,1,295,302
12,-1,56,440
13,1,297,303
13,-1,55,440
14,1,305,303
15,1,305,303
16,1,303,302
17,1,305,305
17,-1,55,440
18,1,309,303
18,-1,56,440
19,1,309,303
19,-1,56,440
20,1,306,302
20,-1,56,440
21,1,309,302
21,-1,55,440
22,1,304,301
22,-1,56,440
23,1,293,301
23,-1,57,440
24,1,293,301
24,-1,57,440
25,1,299,301
25,-1,55,440
26,1,299,301
26,-1,55,440
27,1,293,304
27,-1,55,440
28,1,304,303
28,-1,55,440
29,1,296,303
29,-1,55,440
30,1,295,302
30,-1,55,440
31,1,295,302
31,-1,55,440
32,1,303,303
32,-1,55,440
33,1,291,303
33,-1,56,440
34,1,295,304
34,-1,56,440
35,1,292,303
35,-1,57,440
36,1,292,303
36,-1,57,440
37,1,301,304
37,-1,56,440
38,1,292,302
38,-1,56,440
39,1,296,304
39,-1,57,440
40,1,294,303
40,-1,56,440
42,-1,57,440
44,1,304,315
45,1,304,315
46,1,310,309
46,-1,55,440
47,1,300,304
47,-1,55,440
48,1,298,300
48,-1,55,440
49,1,298,300
49,-1,55,440
50,1,300,298
50,-1,56,440
51,1,310,297
51,-1,56,440
52,1,318,295
52,-1,57,440
53,1,321,294
53,-1,57,440
54,1,327,296
54,-1,58,440
55,1,327,296
55,-1,58,440
56,1,329,298
56,-1,57,440
57,1,324,298
57,-1,58,440
58,1,330,298
58,-1,59,440
59,1,326,298
59,-1,59,440
60,1,325,298
60,-1,59,440
61,1,322,298
61,-1,58,440
62,1,325,298
62,-1,58,440
63,1,322,297
63,-1,58,440
64,1,322,297
64,-1,58,440
65,1,323,299
65,-1,58,440
66,1,320,299
66,-1,58,440
67,1,322,301
67,-1,58,440
68,1,322,303
68,-1,58,440
69,1,322,303
69,-1,58,440
70,1,315,302
70,-1,59,440
71,1,310,302
71,-1,58,440
72,1,315,302
72,-1,57,440
73,1,310,303
73,-1,58,440
74,1,315,305
74,-1,58,440
75,1,309,304
75,-1,58,440
76,1,317,304
76,-1,58,440
77,1,318,304
77,-1,58,440
78,1,318,304
78,-1,58,440
79,1,314,306
80,1,312,305
80,-1,57,440
81,1,312,305
81,-1,57,440
82,1,318,304
82,-1,58,440
83,1,318,304
83,-1,58,440
84,1,313,304
84,-1,58,440
85,1,319,305
86,1,307,305
87,1,310,304
87,-1,58,440
88,1,310,304
88,-1,58,440
89,1,310,304
89,-1,57,440
90,1,309,303
90,-1,57,440
91,1,303,302
91,-1,57,440
92,1,305,302
92,-1,57,440
93,1,305,302
93,-1,57,440
94,1,308,300
94,-1,57,440
95,1,308,300
95,-1,57,440
96,1,318,303
96,-1,57,440
97,1,317,304
97,-1,57,440
98,1,314,305
98,-1,57,440
99,1,315,305
99,-1,57,440
100,1,307,307
100,-1,56,440
101,1,307,307
101,-1,56,440
102,1,310,305
102,-1,57,440
103,1,314,306
103,-1,57,440
104,1,315,308
104,-1,57,440
105,1,314,308
105,-1,57,440
106,1,313,307
106,-1,57,440
107,1,318,308
107,-1,57,440
108,1,318,308
108,-1,57,440
109,1,304,306
109,-1,57,440
110,1,304,306
110,-1,57,440
111,1,301,308
111,-1,57,440
112,1,307,308
112,-1,58,440
113,1,307,307
113,-1,57,440
114,1,300,308
114,-1,57,440
115,1,300,308
115,-1,57,440
116,1,302,307
116,-1,57,440
117,1,305,305
117,-1,57,440
118,1,317,308
118,-1,57,440
119,1,300,305
120,1,300,305
121,1,299,308
121,-1,57,440
122,1,303,309
122,-1,57,440
123,1,292,308
124,1,298,309
124,-1,57,440
125,1,309,308
125,-1,57,440
126,1,309,308
126,-1,57,440
127,1,300,310
127,-1,58,440
128,1,296,310
128,-1,58,440
129,1,295,310
129,-1,58,440
130,1,291,310
130,-1,58,440
131,1,291,310
131,-1,58,440
132,1,301,309
132,-1,58,440
133,1,310,311
133,-1,58,440
134,1,309,313
134,-1,57,440
135,1,292,312
135,-1,58,440
136,1,298,311
136,-1,57,440
137,1,298,311
137,-1,57,440
138,1,305,309
138,-1,57,440
139,1,310,313
139,-1,57,440
140,1,310,315
140,-1,57,440
141,1,314,318
141,-1,57,440
142,-1,320,321
142,-1,57,440
143,2,311,321
143,-1,57,440
144,2,311,321
144,-1,57,440
149,-1,57,440
149,366,315,316
150,-1,57,440
150,366,315,316
152,-1,57,440
152,-1,304,318
153,-1,58,440
153,-1,319,318
154,-1,58,440
155,-1,58,440
156,354,303,321
156,-1,58,440
157,-1,309,323
157,-1,57,440
158,-1,322,320
158,-1,57,440
159,-1,322,320
159,-1,57,440
160,1,307,315
160,-1,57,440
161,1,311,311
161,-1,57,440
162,1,311,309
162,-1,58,440
163,1,310,304
163,-1,56,440
164,1,304,300
164,-1,55,440
165,1,304,300
165,-1,55,440
166,1,298,297
166,-1,55,440
167,1,306,294
167,-1,55,440
168,1,302,294
168,-1,55,440
169,1,298,293
169,-1,55,440
170,1,301,292
170,-1,55,440
171,1,295,292
172,1,295,292
173,1,298,292
173,-1,55,440
174,1,297,290
175,1,305,291
175,-1,55,440
176,1,305,291
176,-1,55,440
177,1,301,291
177,-1,55,440
178,1,306,293
178,-1,55,440
179,1,297,294
179,-1,56,440
180,1,302,294
180,-1,55,440
181,1,302,294
181,-1,55,440
182,1,319,294
182,-1,55,440
183,1,298,294
183,-1,55,440
184,1,297,294
184,-1,55,440
185,1,305,294
185,-1,55,440
186,1,314,296
186,-1,55,440
187,1,305,295
187,-1,54,440
188,1,305,295
188,-1,54,440
189,1,300,294
189,-1,55,440
190,1,317,294
190,-1,56,440
191,1,307,294
191,-1,55,440
192,1,310,294
192,-1,55,440
193,1,297,295
193,-1,55,440
194,1,297,295
194,-1,55,440
195,1,310,296
195,-1,55,440
196,1,310,296
196,-1,55,440
197,1,298,296
197,-1,56,440
198,1,318,298
198,-1,56,440
199,1,306,296
199,-1,55,440
200,1,302,296
200,-1,55,440
201,1,296,290
201,-1,54,440
202,1,291,285
202,-1,53,440
203,1,291,285
203,-1,53,440
204,1,287,282
204,-1,52,440
205,1,293,281
206,1,297,279
207,1,292,279
208,1,292,279
209,1,292,279
210,1,292,279
211,1,293,279
211,-1,53,440
212,1,298,280
212,-1,54,440
213,1,300,280
213,-1,55,440
214,1,300,280
214,-1,55,440
215,1,306,280
215,-1,55,440
216,1,300,281
216,-1,55,440
217,1,301,282
217,-1,54,440
218,1,298,282
218,-1,55,440
219,1,285,281
219,-1,55,440
220,1,284,281
221,1,284,281
222,1,287,280
223,1,292,281
224,1,289,281
224,-1,53,440
225,1,289,281
225,-1,53,440
226,1,304,282
227,1,295,284
227,-1,54,440
228,1,295,284
228,-1,54,440
229,1,298,286
229,-1,55,440
230,1,298,293
231,1,305,298
231,-1,56,440
232,1,307,300
232,-1,56,440
233,1,307,300
233,-1,56,440
234,1,314,301
234,-1,57,440
235,1,313,303
235,-1,57,440
236,1,300,306
236,-1,57,440
237,1,303,304
237,-1,57,440
238,1,307,309
238,-1,57,440
239,1,305,310
239,-1,58,440
240,1,305,310
240,-1,58,440
241,1,305,307
241,-1,56,440
242,1,307,310
242,-1,57,440
243,1,314,309
243,-1,57,440
244,1,311,310
244,-1,57,440
245,1,311,310
245,-1,57,440
246,1,310,311
246,-1,57,440
247,1,310,311
247,-1,57,440
248,1,310,310
248,-1,57,440
249,1,303,313
249,-1,56,440
250,1,300,311
250,-1,57,440
251,1,306,311
251,-1,56,440
252,1,303,312
252,-1,56,440
253,1,303,312
253,-1,56,440
254,1,303,312
254,-1,56,440
255,1,301,315
255,-1,56,440
256,1,300,317
256,-1,57,440
257,1,301,316
257,-1,56,440
258,1,316,315
258,-1,56,440
259,1,302,315
260,1,302,315
261,1,288,318
261,-1,56,440
262,1,300,316
262,-1,57,440
263,1,303,316
263,-1,56,440
264,1,303,316
264,-1,56,440
265,1,305,314
265,-1,57,440
266,1,298,314
266,-1,56,440
267,1,305,316
267,-1,56,440
268,1,305,316
268,-1,56,440
269,1,302,316
269,-1,56,440
270,1,300,317
271,1,296,316
271,-1,55,440
272,1,296,317
273,1,296,317
274,1,299,316
274,-1,56,440
275,1,300,314
275,-1,56,440
276,1,300,314
276,-1,56,440
277,3,296,318
277,-1,56,440
278,36,301,319
278,-1,56,440
279,1,309,315
280,1,300,318
280,-1,56,440
281,1,300,318
281,-1,56,440
282,1,317,314
282,-1,56,440
283,1,313,315
283,-1,56,440
284,1,296,320
285,1,299,318
286,1,305,318
286,-1,56,440
287,1,305,318
287,-1,56,440
288,1,299,318
288,-1,56,440
289,1,305,319
289,-1,56,440
290,1,303,320
290,-1,56,440
291,1,304,318
291,-1,56,440
292,1,304,318
292,-1,56,440
293,1,307,319
293,-1,56,440
294,1,312,315
294,-1,56,440
295,48,308,315
295,-1,57,440
296,3,305,319
296,-1,57,440
297,2,303,319
297,-1,57,440
298,2,303,319
298,-1,57,440
299,1,311,319
299,-1,57,440
300,2,301,320
300,-1,57,440
301,1,305,320
301,-1,57,440
302,1,303,319
302,-1,57,440
303,1,322,317
303,-1,57,440
304,1,310,318
304,-1,57,440
305,1,293,319
306,1,293,319
307,1,318,316
307,-1,57,440
308,1,291,319
308,-1,57,440
309,1,291,319
309,-1,57,440
310,1,293,317
311,1,293,317
312,1,325,314
313,1,325,314
314,1,321,316
315,1,325,315
315,-1,55,440
316,1,325,315
316,-1,55,440
317,1,296,316
317,-1,57,440
318,1,322,315
318,-1,56,440
319,1,297,317
319,-1,56,440
320,1,284,317
320,-1,56,440
321,1,323,316
321,-1,57,440
322,1,322,316
322,-1,56,440
323,1,300,317
323,-1,56,440
324,1,284,317
324,-1,57,440
325,1,284,317
325,-1,57,440
326,1,294,318
326,-1,57,440
327,1,302,315
328,1,304,316
328,-1,56,440
329,1,305,314
329,-1,57,440
330,1,305,314
330,-1,57,440
331,1,307,310
331,-1,58,440
332,1,302,309
332,-1,58,440
333,1,311,303
333,-1,58,440
334,1,330,302
334,-1,59,440
335,1,315,298
336,1,332,298
337,1,332,298
338,1,361,299
339,1,361,299
340,1,369,298
340,-1,61,440
341,1,319,297
342,1,339,298
342,1,468,297
343,1,339,298
343,1,468,297
344,-1,320,294
344,1435,483,302
345,2037,473,299
345,2037,307,244
346,2037,474,299
346,2037,313,240
346,-1,201,255
347,2,482,299
347,2032,201,264
348,5,482,299
348,2030,201,268
349,1,481,300
349,-1,200,259
350,65,476,302
350,2030,186,249
350,2028,29,386
351,6,469,304
351,-1,175,262
352,1,459,304
352,2030,165,264
353,-1,461,305
353,2030,160,258
354,1,463,306
354,2030,151,266
355,1,460,306
355,2030,148,265
355,-1,148,325
356,6,463,307
356,448,152,265
357,342,469,306
357,2030,167,266
358,1,470,306
358,2030,175,268
358,-1,19,404
359,1049,469,307
359,2030,178,267
359,-1,20,404
360,2041,473,307
360,448,174,262
360,-1,177,217
360,-1,20,404
361,1045,473,306
361,-1,175,275
361,-1,20,404
362,2041,473,307
362,2030,177,270
362,-1,20,404
363,-1,477,306
363,2030,179,277
363,-1,23,404
364,-1,474,307
364,2030,182,271
364,2028,26,403
365,1435,475,306
365,2030,184,277
365,2042,26,402
366,2041,470,307
366,-1,183,279
366,-1,44,401
366,-1,180,315
367,2,309,303
367,-1,110,237
368,1,357,303
368,-1,159,245
369,1,357,303
369,-1,159,245
370,1,459,301
370,-1,177,273
371,1,370,300
372,1,380,299
372,-1,59,440
373,1,381,299
373,-1,60,440
374,1,381,299
374,-1,60,440
375,1,384,296
376,1,391,297
376,-1,60,440
377,1,392,297
377,-1,60,440
378,1,386,303
379,1,393,295
380,1,393,295
381,1,387,304
382,1,387,304
383,1,397,302
384,1,369,307
384,-1,61,440
385,1,397,303
385,-1,60,440
386,1,397,303
386,-1,60,440
387,1,365,307
388,1,371,305
389,1,371,305
390,1,392,307
391,1,376,307
392,1,383,307
393,1,383,307
394,1,371,305
394,-1,61,440
395,1,371,305
395,-1,61,440
396,1,376,307
397,1,376,307
398,1,367,307
399,1,367,307
400,1,373,307
400,-1,59,440
401,1,396,302
402,1,378,307
402,-1,60,440
403,1,378,307
403,-1,60,440
404,1,380,306
404,-1,59,440
405,1,378,307
406,1,385,305
406,-1,59,440
407,1,380,305
407,-1,60,440
408,1,380,305
408,-1,60,440
409,1,377,305
409,-1,60,440
410,1,384,304
411,1,389,304
411,-1,60,440
412,1,380,304
412,-1,59,440
413,1,380,304
413,-1,59,440
414,1,375,296
415,1,341,301
416,1,335,298
417,1,335,298
418,1,332,295
418,-1,57,440
419,1,323,291
419,-1,55,440
420,1,306,291
420,-1,55,440
421,1,306,291
421,-1,55,440
422,1,303,287
422,-1,54,440
423,1,300,288
423,-1,54,440
424,1,300,290
424,-1,53,440
425,1,308,293
425,-1,53,440
426,1,308,294
426,-1,53,440
427,1,308,294
427,-1,53,440
428,1,304,295
428,-1,53,440
429,1,304,297
429,-1,53,440
430,1,307,299
430,-1,54,440
431,1,313,303
431,-1,55,440
432,1,315,306
432,-1,55,440
433,1,326,311
433,-1,60,440
434,1,331,314
435,1,331,314
436,1,336,316
436,-1,60,440
437,1,339,325
438,1,339,325
439,1,338,330
440,1,338,330
441,1,337,336
442,1,334,349
443,1,329,358
443,-1,220,373
443,-1,59,440
444,1,321,370
445,1,319,374
445,-1,61,440
446,1,319,374
446,-1,61,440
447,1,313,382
448,2,311,383
449,3,310,385
450,3,310,385
451,351,310,387
452,351,311,388
453,351,311,388
454,354,310,388
455,351,309,387
456,3,311,387
457,3,311,386
458,353,311,387
459,353,311,387
460,3,309,386
461,51,309,385
462,1,305,381
463,1,305,378
464,1,303,374
464,-1,205,376
465,1,303,374
465,-1,205,376
466,1,303,365
466,1,300,334
467,1,303,363
